	ID	Label
258	911814309805670401	0
259	1008679207176728576	0
260	1498413661777711105	0
261	1210082062524387331	0
262	971203972961898497	1
263	791013266671693824	0
264	895306852984119296	0
265	1335742148726099968	0
266	890236581159739392	0
267	1345655706280734721	0
268	1022922249450516480	0
269	796438510504968198	0
270	1142529250345541633	0
271	1134260319260467201	0
272	876971680391979008	0
273	895014986065379330	0
274	1498189612954505216	0
275	857987143112720384	0
276	1182041057418268672	0
277	1056923612672798721	0
278	1297954357049253888	0
279	993908830164738048	0
280	1094729222583513088	1
281	1091730228521721857	0
282	932038580997722112	1
283	1063847296633233410	0
284	918577428284416000	0
285	1489089550769139719	0
286	788844903438643200	1
287	1115231843736010752	0
288	1166004420011687938	0
289	785983054661558272	0
290	1170585399837765632	0
291	1101612459205451777	0
292	1166003880636760064	0
293	881812884896043011	1
294	965848531251625984	0
295	1121766194791571456	1
296	831237973119217667	0
297	1013402393210445824	0
298	991304502518145024	0
299	1292855735936782339	0
300	1374399708605476869	1
301	970988513238888448	0
302	895691110378614786	0
303	948496784522907652	0
304	1005226169229246465	0
305	1169587663407583232	0
306	988831948138319872	0
307	1185152021764214784	0
308	1243776850217730048	0
309	1497957482135707648	0
310	903993738925670401	0
311	933810771330416640	0
312	970797892188348418	0
313	948392968804745216	0
314	951111817291481088	0
315	1442947070436859906	0
316	1037352072075591686	0
317	1421056061251854337	0
318	1009772582126735362	0
319	896115297966407680	0
320	1156173101459288070	0
321	947134782022053889	0
322	822201053663862785	0
323	943477651330752512	0
324	1168259766063259648	0
325	1076224388272275457	0
326	716269234234503168	0
327	904206670703632384	0
328	1006663245573304320	0
329	988632741347377154	0
330	948381504094310401	0
331	1357259520481837058	0
332	1245732175917563905	0
333	931648309831262208	1
334	1484345212860129281	0
335	1319106581498191872	1
336	991000247722823680	0
337	955135288967356416	0
338	688485359051608064	0
339	1259917606754095107	0
340	883310357116313601	1
341	803016710445940736	1
342	1213120402081427458	0
343	1442928119728381952	0
344	987462187038879745	0
345	907985956317171713	0
346	1437854349863030793	0
347	902645153147609088	0
348	1302753213364539398	1
349	958282511817191424	1
350	1071426178324578305	0
351	1091782421606031362	0
352	765624003385896960	0
353	962818905793318912	0
354	1049854431611809793	0
355	951849008577773568	0
356	736353130242146304	0
357	864259721792028672	0
358	969608085558919168	0
359	916250346640592897	0
360	1124731124385640449	0
361	918073267918983168	0
362	808342909254856704	0
363	948535753361051650	0
364	1499062131794362370	0
365	920279644208852992	0
366	787773283903148032	0
367	936867816644341761	0
368	993942215595646977	0
369	1238021799129956354	0
370	1299657689505689606	0
371	993953763357409280	0
372	895449473991585792	0
373	1001508184257855488	0
374	914176090528239617	0
375	1234288260400271363	0
376	771750405218762756	0
377	817396642848481280	1
378	708414812829515776	1
379	1214137689852796930	0
380	1332475378556956672	0
381	936733318715969537	0
382	1276841332569489409	0
383	1204905930711851008	0
384	1410047945970487298	0
385	1387874680317648900	1
386	1106906170411937793	0
387	1006681921135480833	0
388	904683828186361856	0
389	1357339903902711819	0
390	941416504935026690	0
391	908145370479435776	0
392	1002440342312968192	1
393	1021289679117832192	0
394	854973007609159681	0
395	714796114751266816	0
396	738042445129076740	1
397	1215034546564947968	0
398	1331168992539660289	1
399	785591398800039936	0
400	1427481865846345728	0
401	1194341553080328192	1
402	926917264078721024	0
403	1414368070714470400	0
404	929597622725246976	1
405	952383370465603584	0
406	895288093099515904	0
407	993925173719064577	0
408	948282286558072833	0
409	948443544552841217	0
410	904817412977152000	0
411	897172127903887360	0
412	1402792340713050117	1
413	1041277490566766592	0
414	1314258660256817152	0
415	1085936905248825344	0
416	1212556234668347392	0
417	1327324615148933120	1
418	1174281343368335360	0
419	1440304980590694408	0
420	1002554220602683392	0
421	812008641167495173	0
422	944175260139737088	0
423	1215069128156942336	0
424	1013376263103315968	0
425	764858148775665664	0
426	859052614608183296	0
427	1244565162092384257	0
428	711752656625262592	0
429	1162535308258246656	1
430	1090641526466715649	0
431	1347045666741243906	0
432	781306434835222528	1
433	774161215689850880	0
434	1327891344057016321	0
435	1295521100814835713	0
436	722795168399626241	0
437	916264010005262336	0
438	1298388434394976257	0
439	940860285686046721	0
440	824412953017511940	0
441	1471153847037005832	1
442	1457063641426145287	1
443	1047334388055363584	0
444	891314807126753281	0
445	1499143894281322497	0
446	723772403592122368	0
447	1029534208161591296	0
448	808475911452590080	0
449	987422570566864897	1
450	720710930586329088	1
451	1113094485544787968	0
452	991385139690266624	0
453	1284266079875981313	0
454	920181927398789126	0
455	922883387618222080	0
456	742790443335835648	0
457	1265743955536175104	0
458	704848534479073280	0
459	1169442438181789696	1
460	997759583346200576	0
461	1105994319494811648	0
462	1214480592248680448	0
463	1027405853496754176	0
464	910467640409370624	0
465	1110563859780124675	0
466	1090300790009262080	0
467	1100946880626937857	0
468	979923579058950144	0
469	948421441392963590	0
470	940925313751674880	0
471	1212968799407767553	0
472	1444397992572817410	1
473	1138248544090042368	1
474	1148201101935763456	0
475	1141464287619289090	0
476	1095741162172772352	1
477	758878728160063488	0
478	1366434752593612801	1
479	1332379738787225603	1
480	904235340453605376	0
481	748969441715707904	1
482	1075783651223232512	0
483	943433765518442496	0
484	1150405706958409730	0
485	1329107383486857219	0
486	732819135521001472	0
487	1000053918829895685	0
488	1444773104291663873	0
489	1133833891930943488	0
490	948359811967651840	0
491	1389307667189882885	0
492	1465351457767624707	0
493	1037469011779485696	0
494	891365728091164672	1
495	1157638775431999494	0
496	994330569113849857	0
497	1467933276304142337	0
498	1329197426822041600	1
499	1301242677963427840	0
500	797274905339449344	0
501	931934475855978496	0
502	1013126152590946304	0
503	896946236111978496	0
504	1030184523663699968	0
505	966756595957841920	1
506	950404655980392449	0
507	684570970187759620	0
508	977020876599148545	0
509	712694667788177408	1
510	997239065186635776	1
511	1141358135246020609	0
512	1027567708328476672	0
513	1056030043040665600	1
514	756348254032453633	0
515	827164656359849984	0
516	1155872037245718528	0
517	1092439210198532102	0
518	948432051744604160	0
519	1109450597525307392	0
520	1498856449421692930	0
521	895482174043848708	0
522	878787328742916096	0
523	1188953925141094400	0
524	1469613300992204802	0
525	843971730330722304	0
526	839454848684703745	1
527	1186357007118487552	0
528	743162977189269504	0
529	1254797852074803200	0
530	732224345536401408	1
531	917207584137928705	0
532	897626355529023488	1
533	1438589301386711041	0
534	896033219191197696	0
535	1289959732594085888	0
536	732367610474565632	1
537	1378012833905053699	0
538	796545817884626946	1
539	704455695798837249	0
540	1499056843209023501	1
541	1054486564741570563	1
542	844256124715126786	0
543	895090465489530881	0
544	1468617314413293573	1
545	1464399726573465601	0
546	892514733739429891	0
547	1188098402447429633	0
548	1396852634984673280	0
549	1138157999124561924	0
550	1498749191413121024	0
551	1461559305749024769	0
552	1245803750993920005	0
553	1184678680305569792	0
554	995430804669980672	0
555	1313251761352826880	0
556	904767650500419584	0
557	1384700176451866628	0
558	1353320951186911233	0
559	915452658818928640	0
560	1225655115261992960	1
561	1015363931181760513	0
562	1343310090833682439	0
563	791271237355905024	0
564	1049804899800809478	0
565	937136214775336960	0
566	937494348781961217	1
567	1226958200374775810	0
568	755840978364145664	0
569	895058829087354880	0
570	994569528691580928	1
571	723522259479068672	0
572	1106760037911986176	0
573	964667459713355776	0
574	851787912324755457	0
575	1104188727386128384	0
576	1152589619009150977	0
577	994052233422561282	0
578	831466300559990785	1
579	904749288240160768	0
580	1164467740700229632	0
581	1092586772083630080	0
582	1071344688030838784	0
583	941438611429322752	0
584	1283483850543214593	0
585	1106566484208353280	0
586	1157490315919593473	0
587	957302287898091520	1
588	904449705064714241	0
589	948400772282290176	0
590	895349130721099780	0
591	788917355858399235	0
592	1219397611318382593	0
593	1214250297272537094	0
594	949312296463077378	0
595	1403684201598160899	0
596	961328699785162752	0
597	786219890118004736	1
598	936715959343120385	0
599	931587146804350976	0
600	1465424732266844168	0
601	948401017216942080	0
602	896059095937032192	0
603	968538504484589568	0
604	1159690680945348609	0
605	926823127547441158	0
606	1107400762731180038	0
607	988437304405471234	1
608	1169620800082722817	0
609	1140424844695224322	0
610	1008119566252142592	0
611	958538483924119552	0
612	1434973870470180867	0
613	948376530052419584	0
614	1040336271556706305	1
615	717204425669025793	0
616	1284902898510462976	0
617	849440766376194048	0
618	747725826385379332	0
619	900749024931725312	0
620	945545811496243200	0
621	763210634469212160	0
622	1214204816731312133	0
623	1139411824263086083	0
624	1157435604579377152	0
625	895423776346710017	0
626	1425923360211439618	1
627	1064333156847927296	0
628	1060305900664164352	0
629	1132805433914253312	0
630	1351720191718268933	0
631	1066450629831335938	0
632	854098995190386689	0
633	1484326274742960130	0
634	1070060789783035908	1
635	1228463741584519169	0
636	1005993122059280384	0
637	917381288713125888	0
638	1072372794552446976	1
639	987455962662367232	0
640	803403332635230208	0
641	994049086008512513	0
642	1189234664982155264	0
643	1361366175276531713	0
644	880798901426638849	0
645	1230566767715471363	0
646	948128617325907968	0
647	735833254884835329	0
648	948606058741796870	0
649	1464302097445310472	0
650	813818403668500480	1
651	1127936626674536453	1
652	1223316431737180162	1
653	1211192752811188225	0
654	989551244858613763	0
655	1222195792133476352	0
656	895404550084902912	0
657	1153435095904206849	0
658	918924038008864768	0
659	788789383457411072	1
660	1156280749974151169	0
661	895226702338588672	0
662	948361571914350593	0
663	1419672601132142592	0
664	904569668450451457	0
665	895299405586333697	0
666	918903496820146176	0
667	1316296548813217792	0
668	1049836320623927296	0
669	933427687514816512	1
670	763877545632632832	0
671	1118933854276997120	0
672	1185969015987949568	0
673	1428743119462354947	1
674	1111289606497071107	0
675	1182102926329823234	0
676	985034880798076930	0
677	959020354059595778	0
678	888088886567514112	1
679	1339718554032222208	0
680	995519279771643904	0
681	1076100892875735040	0
682	1077354115267620864	0
683	979449577408405504	0
684	895025353114210304	0
685	1212449748403142662	0
686	1430215888104411138	0
687	1031291426515116038	0
688	1389968186179792898	0
689	1224714758177411078	0
690	943541715968897026	1
691	937250340533088257	1
692	1092492889743970306	0
693	948423763359444992	0
694	926476810161938442	0
695	1204827674629115904	0
696	1393038035877572610	0
697	1062092469074939904	0
698	758905005298495490	0
699	797228931489218560	0
700	962222383062011904	0
701	1162494354650468353	0
702	735677067275075584	0
703	918452756377202688	0
704	995047405866373121	0
705	868552041257246720	0
706	901681499233075200	1
707	1216371886524977158	0
708	1195080790767546370	0
709	715847870079975425	0
710	1012145726057414658	0
711	1110286387691974656	1
712	1059517355989000193	0
713	1169433576443731968	0
714	1495624621994958855	0
715	706652206783729664	1
716	947976026021355523	0
717	1319573338348539905	1
718	685891882405212160	0
719	948610098687078403	0
720	1236847271964291073	0
721	1499568730300465158	0
722	838842718570835968	0
723	900355159649173506	0
724	855043571321380865	0
725	759197583105486848	0
726	913111785858899968	0
727	1239949044497223680	0
728	965375362581622786	0
729	948372343700701185	0
730	1013568812728442881	0
731	948366196948307969	0
732	950576047807905792	0
733	1366879541327765511	0
734	1295795911159930881	1
735	910294558260555777	0
736	1295629049193103362	1
737	1377023082204905476	0
738	844915348470185985	0
739	1098257337704476682	0
740	1145776397018894337	0
741	967602465884352513	0
742	1062514249514315777	0
743	1339679630467289088	0
744	915037064516714496	1
745	1382358837089406978	0
746	788178386946580480	0
747	1109495158666457089	0
748	868051666209300482	0
749	1174021298592210944	0
750	840421996483792897	0
751	1016575820381421568	0
752	995846270227894272	0
753	1065664504867053570	0
754	991064821549252608	0
755	973042149305520128	0
756	896002493821337600	0
757	750258405911044096	0
758	850381266893627392	0
759	940769030201212928	0
760	1225690141034811394	0
761	724394129573048322	0
762	981593396073648128	0
763	875810246148718593	0
764	691438119560810497	0
765	853638605738323973	0
766	916422828571922440	0
767	916020708085338112	0
768	746249372661317632	0
769	1128743872891371521	0
770	1012074674950303744	0
771	1110199601238294530	1
772	983852215440900096	0
773	1039197135894405120	0
774	982455947992993793	0
775	1259586857530261505	0
776	1472376030706999299	0
777	1131246661517414401	0
778	940974023034380288	0
779	852949945468559361	0
780	1102656026367717376	0
781	1497994342509596677	0
782	954861930652557314	0
783	1008159867222282240	0
784	943608451992772608	0
785	948375066223480837	0
786	1347027116995567617	0
787	1017453107318525952	0
788	1402992056293728260	0
789	1250231092327723009	0
790	1454059897734279179	0
791	856531180241518592	1
792	991737728822861824	0
793	920612096068505603	0
794	1224149426794528770	0
795	890564131585015808	0
796	1213205957930438656	0
797	1165768312568967168	0
798	1098287764452397057	0
799	980811362656899072	0
800	1005230736847392768	0
801	709582381200465920	0
802	1177902541021036544	0
803	918281736160718852	0
804	1175895321169129472	0
805	835443226760839168	0
806	804852708016463872	0
807	1105163627089350656	1
808	714987597559246848	0
809	853080876137185283	0
810	736349099591671809	0
811	1289936317900439552	0
812	723915001665347584	0
813	971433337628880896	0
814	867763753667964928	0
815	1066897020386852864	0
816	832191643331604482	0
817	1240297395692453890	0
818	857870153056481280	1
819	821396785780375552	0
820	1179854369585537024	0
821	689075958905704448	0
822	1068978754532376576	0
823	1170129098997411840	1
824	877275090471329792	0
825	1076701927407144960	0
826	1347639688811708417	0
827	1476213271107674123	0
828	1359228388427325440	0
829	1168642901913612294	0
830	1144365896615354368	0
831	1095687964124999680	0
832	685404936297791488	0
833	967743424693719040	0
834	991011929694134273	0
835	796361364637892608	1
836	954840331681521664	0
837	840974014302543875	0
838	1180696479750594567	0
839	1498076428432146434	0
840	1092198318720065538	0
841	1087925221355671554	0
842	804070747140476929	0
843	914572688370339846	0
844	822423527919943680	1
845	867445091832655876	0
846	979388576289959937	1
847	949388814421651456	0
848	840375244674199553	0
849	935212746777378816	1
850	1347340008311631874	0
851	1185940192735182849	0
852	1395725409908580355	0
853	910524123863904256	0
854	1014727790762094593	0
855	1380136509458776065	0
856	1175807148527411201	1
857	1416747810611937281	0
858	910001993829281792	0
859	1323440385566429185	0
860	1072337750316199936	0
861	840670683080331265	0
862	1097549116475916289	1
863	967877980885344262	0
864	896409143317327878	0
865	1159562553749647360	0
866	1110337608092131328	0
867	1130981124723765248	0
868	992585679098888193	0
869	969177623296335873	0
870	948408696153010176	0
871	915645338022666240	1
872	1066416347289022464	0
873	1148218586328121345	1
874	1070009667080867841	0
875	1024763959126224897	0
876	991008344805724165	0
877	1272953595714035712	0
878	786764537382875136	0
879	941015935472762882	0
880	1441025590954397712	1
881	914575358480936960	0
882	794350296814206980	0
883	1113784063100428288	0
884	1347589558498689024	0
885	1078125172211752960	0
886	1347717259519782916	0
887	1039997233796730880	0
888	896728358372888577	0
889	765314375892729856	0
890	1011821279836540930	0
891	1279266265207656448	0
892	730840695062155264	0
893	948371471730139136	0
894	1135538714992623618	1
895	896448555967270912	0
896	896489508719296513	0
897	1013271205858742272	0
898	846505285808152577	1
899	983286648359215109	1
900	1271469970526924802	0
901	1097243674256134144	0
902	948913531386253312	0
903	709888166820450305	0
904	1187487388832030720	0
905	767131604124741632	0
906	916920912246538240	0
907	1312255905690341377	0
908	1395825022946656257	0
909	1049788539112706048	0
910	1148638779651055616	0
911	958683465494351872	0
912	1438958264675299333	0
913	780635648118054912	0
914	763314116241027072	0
915	1341413567921336329	1
916	957306805561868288	0
917	895777502555250689	0
918	1227976696906711040	0
919	1021309922510659584	0
920	1140527725943410689	0
921	727891814045208576	0
922	943339909988876289	0
923	847774139129704448	0
924	1096439014679293958	0
925	841007619875721216	0
926	896175098670927873	0
927	851416543590100992	0
928	911976985466781696	0
929	908853956218044416	1
930	831443185318580224	0
931	948432802084667393	0
932	885279298445131776	0
933	697453460455817216	0
934	998626949042847752	0
935	895277749555822593	0
936	760830597828706304	0
937	1139249390185414656	1
938	812427730172211201	0
939	910225821599539200	0
940	970126469237297152	0
941	778005051923111936	0
942	1390006266278207488	0
943	911947595542663168	0
944	931467525237497856	0
945	1091710740132753408	0
946	1148599666101166088	0
947	1121012389011501056	1
948	896093881837563904	0
949	1095905279412031488	1
950	1090751785046818817	0
951	999826294354464769	0
952	900330168312623104	1
953	895340339875020800	0
954	972211252662538241	0
955	959531754242617345	0
956	853435692017491974	1
957	1124628092562038784	0
958	1468344965696831492	0
959	1465106140912619526	0
960	896162774530760705	0
961	967773829597679616	0
962	848913736123523073	0
963	879580537479766017	1
964	1019061321755578368	0
965	1091828512795832326	0
966	1009099310783520768	0
967	765413722227474433	0
968	948656003675049985	0
969	1225804163629473793	0
970	1098089713183817728	0
971	1165130522944630784	1
972	895010124409978880	0
973	797858961940692993	0
974	709445294639828993	1
975	887988984923660288	0
976	1181959173266915328	0
977	1122189277591298049	1
978	1100615496242589698	0
979	929739762230968320	1
980	896087059382673408	0
981	1080320083367464960	0
982	886923673256558592	0
983	1147557431892987904	1
984	797833389558628353	0
985	1100288375326683136	0
986	916436079653220353	0
987	937901726006431744	0
988	1499173542990159879	0
989	948385798629584897	0
990	1498119986279329792	0
991	864273061779881984	0
992	1497372823014326273	0
993	852590221409607680	0
994	856854821101600769	0
995	1023971598490054656	1
996	1332429239136694273	0
997	943286297971609600	0
998	917400212561453056	0
999	715652008519286784	1
1000	689135228732968960	1
